ridge,weighting_stratum,feature,coefficient,converged,iterations,selected
0.2,Premier League|Defender,market_value_log,0.7979144690175014,True,7,False
0.2,Premier League|Defender,pre_minutes_share,0.7743588894523671,True,7,False
0.2,Premier League|Defender,pre_squad_rate,-0.21696734362297748,True,7,False
0.2,Premier League|Defender,pre_start_rate,-0.3394892701576267,True,7,False
0.2,Premier League|Defender,pre_npxg_xa,0.4456431566981137,True,7,False
0.2,Premier League|Defender,pre_injury_days,0.19814850236708387,True,7,False
0.2,Premier League|Defender,pre_club_ppg,0.6591809771859265,True,7,False
0.2,Premier League|Defender,pre_opponent_ppg,-0.0067740262600063834,True,7,False
0.2,Premier League|Defender,pre_trend_minutes_share,-0.11043227936246912,True,7,False
0.2,Premier League|Defender,pre_trend_npxg_xa,0.15434173760437103,True,7,False
0.2,Premier League|Defender,missing_pre_npxg_xa,-1.58544626577998,True,7,False
